THUMB_TIP e MIDDLE_FINGER_TIP
44,21
45,48
44,70
45,69
46,55
45,61
46,13
45,32
46,19
45,43
46,12
45,52
45,81
46,11
46,20
46,77
46,78
46,84
46,92
47,45
47,51
46,93
47,03
46,76
46,64
47,47
47,26
46,88
46,04
46,08
43,25
43,26
39,15
39,63
40,01
39,77
39,56
40,00
39,57
38,06
37,77
37,03
37,08
35,36
34,34
33,61
32,99
33,82
33,69
32,95
33,27
32,49
31,60
31,44
32,64
33,26
33,12
33,10
33,68
36,36
37,63
37,41
38,29
37,88
37,69
37,42
37,22
38,03
38,39
38,27
38,46
38,32
38,13
38,50
38,40
37,91
37,05
37,05
37,66
37,78
37,36
37,34
37,65
37,38
37,24
38,28
38,58
39,07
38,34
38,37
38,56
38,70
38,47
38,90
39,17
39,10
38,43
37,89
38,22
37,22
36,10
36,08
36,44
36,65
30,12
30,27
21,62
23,16
22,45
29,43
29,63
39,38
37,31
36,82
36,80
35,93
35,27
39,55
43,59
42,34
41,86
41,48
40,94
39,80
38,63
39,24
38,97
38,64
38,56
38,20
39,13
38,50
38,89
39,02
38,72
38,77
38,13
37,88
37,73
36,83
36,25
35,80
36,04
35,92
35,97
35,94
35,64
34,86
37,46
37,92
42,86
40,39
41,12
40,55
42,03
41,33
42,18
42,12
42,14
41,19
41,06
40,75
40,59
40,87
40,89
40,62
40,62
40,76
39,79
40,35
40,19
40,09
39,27
39,00
39,14
39,18
39,27
39,25
39,24
39,24
38,90
38,87
38,83
38,90
38,82
38,78
38,79
38,80
38,85
38,67
38,81
38,73
38,82
38,83
38,90
38,98
38,76
38,80
38,51
38,43
38,64
38,53
38,54
38,51
38,58
38,70
38,53
38,37
38,27
38,31
38,32
38,40
38,29
38,29
38,33
38,57
38,60
38,50
38,51
39,68
39,56
39,09
39,60
39,29
40,06
39,20
38,66
38,23
38,36
38,37
38,37
38,35
38,40
38,29
38,20
38,11
38,04
38,00
37,94
38,10
37,87
37,71
37,77
37,79
37,84
37,81
37,93
37,88
37,90
37,97
37,81
37,98
38,03
38,28
38,19
38,03
38,04
38,04
38,15
38,09
37,86
37,92
38,01
38,08
38,22
38,19
38,25
38,38
38,37
38,19
38,19
38,09
38,11
37,92
37,86
37,87
38,13
37,86
37,83
38,00
37,98
38,08
38,02
38,16
38,20
38,20
38,13
38,16
38,19
38,17
38,26
38,12
38,06
38,23
38,33
38,26
38,17
38,11
38,18
38,19
38,22
38,12
38,08
38,01
37,90
38,07
37,96
37,99
38,02
38,03
38,01
37,95
37,73
37,62
37,88
37,75
37,90
38,00
37,97
38,13
38,13
37,89
37,93
37,97
37,86
37,95
37,97
37,88
37,84
37,88
37,98
37,96
37,88
37,99
38,10
38,07
38,09
37,97
37,89
37,90
37,80
37,79
37,91
37,86
37,89
37,97
37,94
38,04
38,06
38,48
38,45
38,18
37,24
37,48
33,93
35,21
23,00
21,96
16,97
32,26
33,50
36,67
36,28
37,77
36,89
38,04
40,47
40,92
42,06
43,06
42,31
42,13
42,02
41,07
40,63
39,81
39,54
42,29
42,58
43,40
45,33
45,40
45,89
45,37
42,38
44,03
43,62
43,82
43,98
43,11
42,82
42,63
43,52
43,21
42,96
42,85
42,96
42,73
42,56
42,38
42,40
42,66
43,20
43,12
44,69
44,21
45,87
45,36
47,43
48,53
47,74
50,67
49,82
51,02
50,64
46,14
43,55
42,30
39,45
40,65
37,45
37,63
38,45
39,43
39,98
42,13
41,96
42,39
41,00
37,90
41,70
42,03
45,46
45,93
43,72
43,60
43,73
42,57
43,43
42,17
42,23
43,26
43,15
43,31
42,03
42,40
41,99
42,15
43,44
42,58
43,21
43,92
43,63
43,75
44,04
44,29
44,46
44,61
44,55
44,42
44,23
44,40
43,49
43,89
43,03
43,77
44,19
43,76
44,04
43,60
43,55
43,77
43,92
43,49
43,87
43,74
43,66
43,57
43,57
43,66
43,62
43,84
43,86
43,65
43,89
43,91
43,52
43,47
43,52
43,68
43,58
43,68
43,75
43,29
43,32
43,08
43,21
43,05
43,49
43,52
43,08
42,95
43,39
43,21
43,23
43,17
43,45
43,33
43,24
43,27
43,57
43,53
43,25
43,41
43,57
42,94
43,03
43,03
43,18
43,48
43,45
43,08
42,99
42,95
43,02
42,89
43,04
43,18
42,68
42,67
43,11
43,27
43,09
43,07
43,07
43,10
43,20
43,03
43,37
43,28
43,42
43,41
43,08
43,22
43,03
42,95
42,93
43,15
43,29
42,91
43,25
43,07
43,10
43,16
42,96
43,18
42,86
43,09
43,26
42,91
42,68
43,01
43,21
43,09
42,34
42,04
42,48
43,00
42,87
42,89
42,36
42,25
42,73
42,60
42,67
42,43
42,30
41,80
41,76
41,94
41,78
41,94
42,09
41,68
42,01
42,28
42,26
41,88
41,85
42,06
42,19
42,07
41,99
41,82
41,51
41,61
41,62
41,56
41,65
41,77
41,81
41,92
41,74
41,67
41,53
41,44
41,23
41,38
41,60
41,57
41,85
41,42
41,10
41,37
41,22
41,41
41,78
41,97
42,06
41,99
41,41
41,40
41,41
41,49
41,51
41,49
41,41
41,09
41,43
41,39
41,16
41,19
41,26
41,10
41,09
41,24
41,32
41,43
41,44
41,35
41,34
41,56
41,33
41,32
41,54
41,54
41,39
41,65
41,71
41,72
41,63
41,70
41,80
41,61
41,68
41,83
41,48
41,53
42,25
42,24
42,28
41,85
42,09
42,05
42,21
42,37
42,30
42,11
42,32
42,49
42,33
42,24
42,23
42,04
42,26
42,31
42,28
42,07
41,94
42,03
42,00
42,12
42,13
42,21
41,82
41,93
42,10
41,98
41,93
41,93
41,88
42,07
42,66
42,62
42,35
42,64
41,87
42,26
42,68
42,76
42,83
42,83
42,56
41,76
42,24
42,63
42,32
42,93
42,04
42,72
42,41
42,21
41,89
42,48
42,24
41,53
42,70
41,72
41,54
41,18
41,58
41,13
40,87
40,73
40,89
40,62
41,06
40,78
41,30
40,48
40,65
40,60
40,70
40,90
40,73
41,37
40,87
40,21
39,18
37,25
36,51
42,73
40,00
41,42
41,96
41,66
42,05
41,59
42,22
41,79
41,87
42,48
42,01
41,87
41,69
42,30
42,97
42,67
42,89
42,64
42,50
42,34
42,00
42,05
42,05
42,24
41,68
41,79
41,32
41,58
41,30
40,87
40,94
40,48
40,51
39,85
40,16
39,25
39,20
39,13
38,76
38,66
37,48
37,68
34,24
32,84
30,44
30,64
25,40
18,07
10,60
11,41
6,18
6,82
3,69
2,73
0,71
0,84
0,58
1,46
0,42
0,13
0,58
1,59
1,59
1,71
1,47
1,52
1,35
1,46
1,14
1,12
0,94
0,75
0,18
0,03
0,44
0,44
0,72
1,83
2,68
1,26
1,75
0,78
0,48
0,97
2,80
1,79
3,19
3,15
4,40
3,87
3,51
2,67
2,58
2,70
2,70
3,21
3,10
1,91
3,58
2,21
2,57
0,24
0,38
1,07
0,16
1,79
0,83
1,23
1,27
2,20
1,91
2,03
1,25
1,63
0,91
3,13
2,91
2,93
3,68
1,79
2,48
2,97
9,71
9,87
19,32
31,99
32,19
32,45
47,44
49,20
48,59
